origin,destination,mode,commodity,vehicle_or_aircraft_type,distance_km,cargo_weight_tonnes,tonne_km,cost_inr,time_hours,co2_kg,environmental_cost_inr,emission_factor_kgco2_per_tkm,base_rate_inr_per_tkm,distance_source
Delhi,Hyderabad,Air,Coal,Belly Cargo (Domestic),1329.9,20,26597.1,239076.15,6.45,42023.49,299963.64,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Delhi,Hyderabad,Road,Coal,>40t,1646.5,50,82324.5,83636.39,40.12,3292.98,23505.29,0.04,1.81,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Delhi,Hyderabad,Rail,Coal,Freight Rake,1670,50,83500,69714.01,37.11,885.1,6317.84,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Dakshin SF Express)
Delhi,Hyderabad,Air,Coal,Belly Cargo (Domestic),1329.9,50,66492.9,579751.01,6.4,105058.71,749909.1,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Delhi,Hyderabad,Road,Cement,12-16t,1646.5,5,8232.4,12116.77,42.12,411.62,2938.16,0.05,2.33,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Delhi,Hyderabad,Rail,Cement,Freight Rake,1670,5,8350,7079.17,37.11,88.51,631.78,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Dakshin SF Express)
Delhi,Hyderabad,Air,Cement,Belly Cargo (Domestic),1329.9,5,6649.3,55191.09,7.0,10505.87,74990.91,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Delhi,Hyderabad,Road,Cement,12-16t,1646.5,10,16464.9,23275.96,43.07,823.24,5876.32,0.05,2.33,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Delhi,Hyderabad,Rail,Cement,Freight Rake,1670,10,16700,13875.54,37.48,177.02,1263.57,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Dakshin SF Express)
Delhi,Hyderabad,Air,Cement,Belly Cargo (Domestic),1329.9,10,13298.6,114359.32,6.38,21011.74,149981.82,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Delhi,Hyderabad,Road,Cement,25-40t,1646.5,20,32929.8,32619.53,41.77,1317.19,9402.12,0.04,1.81,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Delhi,Hyderabad,Rail,Cement,Freight Rake,1670,20,33400,26350.57,35.35,354.04,2527.14,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Dakshin SF Express)
Delhi,Hyderabad,Air,Cement,Belly Cargo (Domestic),1329.9,20,26597.1,203245.04,6.67,42023.49,299963.64,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Delhi,Hyderabad,Road,Cement,>40t,1646.5,50,82324.5,85870.96,41.84,3292.98,23505.29,0.04,1.81,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Delhi,Hyderabad,Rail,Cement,Freight Rake,1670,50,83500,63199.81,37.37,885.1,6317.84,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Dakshin SF Express)
Delhi,Hyderabad,Air,Cement,Belly Cargo (Domestic),1329.9,50,66492.9,510405.37,6.95,105058.71,749909.1,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Delhi,Hyderabad,Road,Containerized Goods,12-16t,1646.5,5,8232.4,26379.3,42.94,411.62,2938.16,0.05,2.33,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Delhi,Hyderabad,Rail,Containerized Goods,Freight Rake,1670,5,8350,14597.59,36.03,88.51,631.78,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Dakshin SF Express)
Delhi,Hyderabad,Air,Containerized Goods,Belly Cargo (Domestic),1329.9,5,6649.3,120826.02,6.9,10505.87,74990.91,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Delhi,Hyderabad,Road,Containerized Goods,12-16t,1646.5,10,16464.9,53158.41,41.82,823.24,5876.32,0.05,2.33,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Delhi,Hyderabad,Rail,Containerized Goods,Freight Rake,1670,10,16700,30607.79,36.72,177.02,1263.57,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Dakshin SF Express)
Delhi,Hyderabad,Air,Containerized Goods,Belly Cargo (Domestic),1329.9,10,13298.6,230522.13,6.64,21011.74,149981.82,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Delhi,Hyderabad,Road,Containerized Goods,25-40t,1646.5,20,32929.8,71186.23,39.21,1317.19,9402.12,0.04,1.81,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Delhi,Hyderabad,Rail,Containerized Goods,Freight Rake,1670,20,33400,54624.33,37.61,354.04,2527.14,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Dakshin SF Express)
Delhi,Hyderabad,Air,Containerized Goods,Belly Cargo (Domestic),1329.9,20,26597.1,463139.44,6.83,42023.49,299963.64,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Delhi,Hyderabad,Road,Containerized Goods,>40t,1646.5,50,82324.5,191499.47,39.95,3292.98,23505.29,0.04,1.81,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Delhi,Hyderabad,Rail,Containerized Goods,Freight Rake,1670,50,83500,139925.96,35.94,885.1,6317.84,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Dakshin SF Express)
Delhi,Hyderabad,Air,Containerized Goods,Belly Cargo (Domestic),1329.9,50,66492.9,1180794.06,6.68,105058.71,749909.1,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Delhi,Hyderabad,Road,General Goods,12-16t,1646.5,5,8232.4,17872.45,41.3,411.62,2938.16,0.05,2.33,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Delhi,Hyderabad,Rail,General Goods,Freight Rake,1670,5,8350,10961.53,35.84,88.51,631.78,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Dakshin SF Express)
Delhi,Hyderabad,Air,General Goods,Belly Cargo (Domestic),1329.9,5,6649.3,90080.72,6.74,10505.87,74990.91,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Delhi,Hyderabad,Road,General Goods,12-16t,1646.5,10,16464.9,40582.35,43.16,823.24,5876.32,0.05,2.33,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Delhi,Hyderabad,Rail,General Goods,Freight Rake,1670,10,16700,21134.56,34.7,177.02,1263.57,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Dakshin SF Express)
Delhi,Hyderabad,Air,General Goods,Belly Cargo (Domestic),1329.9,10,13298.6,192822.13,6.49,21011.74,149981.82,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Delhi,Hyderabad,Road,General Goods,25-40t,1646.5,20,32929.8,62269.97,43.22,1317.19,9402.12,0.04,1.81,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Delhi,Hyderabad,Rail,General Goods,Freight Rake,1670,20,33400,48377.23,37.52,354.04,2527.14,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Dakshin SF Express)
Delhi,Hyderabad,Air,General Goods,Belly Cargo (Domestic),1329.9,20,26597.1,359950.14,6.73,42023.49,299963.64,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Delhi,Hyderabad,Road,General Goods,>40t,1646.5,50,82324.5,138321.37,41.15,3292.98,23505.29,0.04,1.81,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Delhi,Hyderabad,Rail,General Goods,Freight Rake,1670,50,83500,122057.86,36.88,885.1,6317.84,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Dakshin SF Express)
Delhi,Hyderabad,Air,General Goods,Belly Cargo (Domestic),1329.9,50,66492.9,910784.73,6.74,105058.71,749909.1,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Delhi,Hyderabad,Road,Automobile Parts,12-16t,1646.5,5,8232.4,38615.42,40.88,411.62,2938.16,0.05,2.33,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Delhi,Hyderabad,Rail,Automobile Parts,Freight Rake,1670,5,8350,20605.2,37.22,88.51,631.78,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Dakshin SF Express)
Delhi,Hyderabad,Air,Automobile Parts,Belly Cargo (Domestic),1329.9,5,6649.3,183102.54,6.8,10505.87,74990.91,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Delhi,Hyderabad,Road,Automobile Parts,12-16t,1646.5,10,16464.9,75682.2,43.77,823.24,5876.32,0.05,2.33,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Delhi,Hyderabad,Rail,Automobile Parts,Freight Rake,1670,10,16700,43287.08,36.26,177.02,1263.57,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Dakshin SF Express)
Delhi,Hyderabad,Air,Automobile Parts,Belly Cargo (Domestic),1329.9,10,13298.6,354683.77,6.6,21011.74,149981.82,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Delhi,Hyderabad,Road,Automobile Parts,25-40t,1646.5,20,32929.8,107276.26,41.24,1317.19,9402.12,0.04,1.81,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Delhi,Hyderabad,Rail,Automobile Parts,Freight Rake,1670,20,33400,79778.47,35.13,354.04,2527.14,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Dakshin SF Express)
Delhi,Hyderabad,Air,Automobile Parts,Belly Cargo (Domestic),1329.9,20,26597.1,750948.38,6.65,42023.49,299963.64,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Delhi,Hyderabad,Road,Automobile Parts,>40t,1646.5,50,82324.5,260727.99,39.72,3292.98,23505.29,0.04,1.81,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Delhi,Hyderabad,Rail,Automobile Parts,Freight Rake,1670,50,83500,195978.81,37.41,885.1,6317.84,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Dakshin SF Express)
Delhi,Hyderabad,Air,Automobile Parts,Belly Cargo (Domestic),1329.9,50,66492.9,1585641.35,6.88,105058.71,749909.1,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Pune,Ahmedabad,Road,Coal,12-16t,673.6,5,3367.8,8052.56,18.93,168.39,1201.97,0.05,3.71,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Pune,Ahmedabad,Rail,Coal,Freight Rake,635,5,3175,2415.18,17.62,33.66,240.23,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Ahimsa Express)
Pune,Ahmedabad,Air,Coal,Belly Cargo (Domestic),544.0,5,2720.2,24226.79,5.43,4297.86,30678.1,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Pune,Ahmedabad,Road,Coal,12-16t,673.6,10,6735.6,14721.34,16.88,336.78,2403.95,0.05,3.71,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Pune,Ahmedabad,Rail,Coal,Freight Rake,635,10,6350,5492.68,18.4,67.31,480.46,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Ahimsa Express)
Pune,Ahmedabad,Air,Coal,Belly Cargo (Domestic),544.0,10,5440.3,48846.79,5.45,8595.71,61356.19,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Pune,Ahmedabad,Road,Coal,25-40t,673.6,20,13471.3,19123.84,17.58,538.85,3846.32,0.04,2.38,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Pune,Ahmedabad,Rail,Coal,Freight Rake,635,20,12700,10726.67,17.45,134.62,960.92,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Ahimsa Express)
Pune,Ahmedabad,Air,Coal,Belly Cargo (Domestic),544.0,20,10880.6,90979.94,5.53,17191.42,122712.38,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Pune,Ahmedabad,Road,Coal,>40t,673.6,50,33678.2,50819.56,17.69,1347.13,9615.8,0.04,2.38,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Pune,Ahmedabad,Rail,Coal,Freight Rake,635,50,31750,26222.65,17.58,336.55,2402.29,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Ahimsa Express)
Pune,Ahmedabad,Air,Coal,Belly Cargo (Domestic),544.0,50,27201.6,244214.63,5.66,42978.56,306780.95,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Pune,Ahmedabad,Road,Cement,12-16t,673.6,5,3367.8,7985.89,17.46,168.39,1201.97,0.05,3.71,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Pune,Ahmedabad,Rail,Cement,Freight Rake,635,5,3175,2771.52,18.78,33.66,240.23,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Ahimsa Express)
Pune,Ahmedabad,Air,Cement,Belly Cargo (Domestic),544.0,5,2720.2,22636.45,5.53,4297.86,30678.1,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Pune,Ahmedabad,Road,Cement,12-16t,673.6,10,6735.6,14614.9,17.92,336.78,2403.95,0.05,3.71,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Pune,Ahmedabad,Rail,Cement,Freight Rake,635,10,6350,5558.88,18.48,67.31,480.46,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Ahimsa Express)
Pune,Ahmedabad,Air,Cement,Belly Cargo (Domestic),544.0,10,5440.3,48371.4,5.43,8595.71,61356.19,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Pune,Ahmedabad,Road,Cement,25-40t,673.6,20,13471.3,18244.69,18.24,538.85,3846.32,0.04,2.38,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Pune,Ahmedabad,Rail,Cement,Freight Rake,635,20,12700,10965.22,18.01,134.62,960.92,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Ahimsa Express)
Pune,Ahmedabad,Air,Cement,Belly Cargo (Domestic),544.0,20,10880.6,83992.76,5.92,17191.42,122712.38,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Pune,Ahmedabad,Road,Cement,>40t,673.6,50,33678.2,51384.37,17.23,1347.13,9615.8,0.04,2.38,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Pune,Ahmedabad,Rail,Cement,Freight Rake,635,50,31750,26953.7,17.51,336.55,2402.29,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Ahimsa Express)
Pune,Ahmedabad,Air,Cement,Belly Cargo (Domestic),544.0,50,27201.6,246603.89,5.44,42978.56,306780.95,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Pune,Ahmedabad,Road,Containerized Goods,12-16t,673.6,5,3367.8,15842.45,19.11,168.39,1201.97,0.05,3.71,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Pune,Ahmedabad,Rail,Containerized Goods,Freight Rake,635,5,3175,5297.73,17.83,33.66,240.23,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Ahimsa Express)
Pune,Ahmedabad,Air,Containerized Goods,Belly Cargo (Domestic),544.0,5,2720.2,47426.64,5.36,4297.86,30678.1,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Pune,Ahmedabad,Road,Containerized Goods,12-16t,673.6,10,6735.6,29219.31,17.84,336.78,2403.95,0.05,3.71,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Pune,Ahmedabad,Rail,Containerized Goods,Freight Rake,635,10,6350,10619.85,18.8,67.31,480.46,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Ahimsa Express)
Pune,Ahmedabad,Air,Containerized Goods,Belly Cargo (Domestic),544.0,10,5440.3,95348.67,5.36,8595.71,61356.19,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Pune,Ahmedabad,Road,Containerized Goods,25-40t,673.6,20,13471.3,44714.32,18.81,538.85,3846.32,0.04,2.38,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Pune,Ahmedabad,Rail,Containerized Goods,Freight Rake,635,20,12700,22709.36,18.44,134.62,960.92,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Ahimsa Express)
Pune,Ahmedabad,Air,Containerized Goods,Belly Cargo (Domestic),544.0,20,10880.6,181414.11,5.53,17191.42,122712.38,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Pune,Ahmedabad,Road,Containerized Goods,>40t,673.6,50,33678.2,109705.54,18.4,1347.13,9615.8,0.04,2.38,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Pune,Ahmedabad,Rail,Containerized Goods,Freight Rake,635,50,31750,52238.89,18.28,336.55,2402.29,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Ahimsa Express)
Pune,Ahmedabad,Air,Containerized Goods,Belly Cargo (Domestic),544.0,50,27201.6,483949.78,5.34,42978.56,306780.95,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Pune,Ahmedabad,Road,General Goods,12-16t,673.6,5,3367.8,11443.13,17.14,168.39,1201.97,0.05,3.71,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Pune,Ahmedabad,Rail,General Goods,Freight Rake,635,5,3175,4549.42,18.0,33.66,240.23,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Ahimsa Express)
Pune,Ahmedabad,Air,General Goods,Belly Cargo (Domestic),544.0,5,2720.2,39812.99,5.7,4297.86,30678.1,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Pune,Ahmedabad,Road,General Goods,12-16t,673.6,10,6735.6,23045.99,17.23,336.78,2403.95,0.05,3.71,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Pune,Ahmedabad,Rail,General Goods,Freight Rake,635,10,6350,8361.24,17.11,67.31,480.46,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Ahimsa Express)
Pune,Ahmedabad,Air,General Goods,Belly Cargo (Domestic),544.0,10,5440.3,74943.24,5.88,8595.71,61356.19,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Pune,Ahmedabad,Road,General Goods,25-40t,673.6,20,13471.3,31786.64,16.73,538.85,3846.32,0.04,2.38,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Pune,Ahmedabad,Rail,General Goods,Freight Rake,635,20,12700,18391.63,18.09,134.62,960.92,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Ahimsa Express)
Pune,Ahmedabad,Air,General Goods,Belly Cargo (Domestic),544.0,20,10880.6,137596.88,5.69,17191.42,122712.38,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Pune,Ahmedabad,Road,General Goods,>40t,673.6,50,33678.2,76017.16,16.82,1347.13,9615.8,0.04,2.38,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Pune,Ahmedabad,Rail,General Goods,Freight Rake,635,50,31750,42691.13,18.12,336.55,2402.29,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Ahimsa Express)
Pune,Ahmedabad,Air,General Goods,Belly Cargo (Domestic),544.0,50,27201.6,361062.87,5.62,42978.56,306780.95,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Pune,Ahmedabad,Road,Automobile Parts,12-16t,673.6,5,3367.8,23887.82,16.66,168.39,1201.97,0.05,3.71,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Pune,Ahmedabad,Rail,Automobile Parts,Freight Rake,635,5,3175,8599.62,17.14,33.66,240.23,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Ahimsa Express)
Pune,Ahmedabad,Air,Automobile Parts,Belly Cargo (Domestic),544.0,5,2720.2,70857.66,5.69,4297.86,30678.1,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Pune,Ahmedabad,Road,Automobile Parts,12-16t,673.6,10,6735.6,50772.61,17.99,336.78,2403.95,0.05,3.71,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Pune,Ahmedabad,Rail,Automobile Parts,Freight Rake,635,10,6350,15705.06,17.86,67.31,480.46,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Ahimsa Express)
Pune,Ahmedabad,Air,Automobile Parts,Belly Cargo (Domestic),544.0,10,5440.3,144805.94,6.01,8595.71,61356.19,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Pune,Ahmedabad,Road,Automobile Parts,25-40t,673.6,20,13471.3,56422.12,16.46,538.85,3846.32,0.04,2.38,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Pune,Ahmedabad,Rail,Automobile Parts,Freight Rake,635,20,12700,33446.33,17.64,134.62,960.92,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Ahimsa Express)
Pune,Ahmedabad,Air,Automobile Parts,Belly Cargo (Domestic),544.0,20,10880.6,295097.17,5.77,17191.42,122712.38,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Pune,Ahmedabad,Road,Automobile Parts,>40t,673.6,50,33678.2,156421.52,18.51,1347.13,9615.8,0.04,2.38,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Pune,Ahmedabad,Rail,Automobile Parts,Freight Rake,635,50,31750,77784.4,17.1,336.55,2402.29,0.0106,1.36,REAL: uploaded Indian Railways dataset (train: Ahimsa Express)
Pune,Ahmedabad,Air,Automobile Parts,Belly Cargo (Domestic),544.0,50,27201.6,711389.81,5.89,42978.56,306780.95,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Pune,Chennai,Road,Coal,12-16t,1188.7,5,5943.4,9868.18,32.09,297.17,2121.19,0.05,2.94,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Pune,Chennai,Rail,Coal,Freight Rake,1051.5,5,5257.6,4294.35,29.94,55.73,397.8,0.0106,1.36,ESTIMATED: Haversine x1.15 circuity (no direct train match found)
Pune,Chennai,Air,Coal,Belly Cargo (Domestic),960.1,5,4800.4,41661.8,6.43,7584.66,54139.27,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Pune,Chennai,Road,Coal,12-16t,1188.7,10,11886.7,19263.58,32.07,594.34,4242.38,0.05,2.94,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Pune,Chennai,Rail,Coal,Freight Rake,1051.5,10,10515.2,8579.11,28.76,111.46,795.61,0.0106,1.36,ESTIMATED: Haversine x1.15 circuity (no direct train match found)
Pune,Chennai,Air,Coal,Belly Cargo (Domestic),960.1,10,9600.8,73777.43,5.98,15169.31,108278.54,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Pune,Chennai,Road,Coal,25-40t,1188.7,20,23773.5,26087.22,32.85,950.94,6787.8,0.04,2.0,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Pune,Chennai,Rail,Coal,Freight Rake,1051.5,20,21030.4,17317.72,30.8,222.92,1591.22,0.0106,1.36,ESTIMATED: Haversine x1.15 circuity (no direct train match found)
Pune,Chennai,Air,Coal,Belly Cargo (Domestic),960.1,20,19201.7,163766.6,6.02,30338.62,216557.07,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Pune,Chennai,Road,Coal,>40t,1188.7,50,59433.7,75432.97,29.2,2377.35,16969.51,0.04,2.0,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Pune,Chennai,Rail,Coal,Freight Rake,1051.5,50,52576.0,42199.68,30.19,557.31,3978.05,0.0106,1.36,ESTIMATED: Haversine x1.15 circuity (no direct train match found)
Pune,Chennai,Air,Coal,Belly Cargo (Domestic),960.1,50,48004.1,435620.25,6.08,75846.55,541392.68,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Pune,Chennai,Road,Cement,12-16t,1188.7,5,5943.4,9680.54,30.07,297.17,2121.19,0.05,2.94,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Pune,Chennai,Rail,Cement,Freight Rake,1051.5,5,5257.6,4549.96,30.08,55.73,397.8,0.0106,1.36,ESTIMATED: Haversine x1.15 circuity (no direct train match found)
Pune,Chennai,Air,Cement,Belly Cargo (Domestic),960.1,5,4800.4,43433.6,6.12,7584.66,54139.27,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Pune,Chennai,Road,Cement,12-16t,1188.7,10,11886.7,22916.58,30.7,594.34,4242.38,0.05,2.94,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Pune,Chennai,Rail,Cement,Freight Rake,1051.5,10,10515.2,8562.7,30.61,111.46,795.61,0.0106,1.36,ESTIMATED: Haversine x1.15 circuity (no direct train match found)
Pune,Chennai,Air,Cement,Belly Cargo (Domestic),960.1,10,9600.8,80822.94,6.42,15169.31,108278.54,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Pune,Chennai,Road,Cement,25-40t,1188.7,20,23773.5,29774.12,28.65,950.94,6787.8,0.04,2.0,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Pune,Chennai,Rail,Cement,Freight Rake,1051.5,20,21030.4,17413.04,30.31,222.92,1591.22,0.0106,1.36,ESTIMATED: Haversine x1.15 circuity (no direct train match found)
Pune,Chennai,Air,Cement,Belly Cargo (Domestic),960.1,20,19201.7,162489.61,6.07,30338.62,216557.07,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Pune,Chennai,Road,Cement,>40t,1188.7,50,59433.7,65221.63,31.51,2377.35,16969.51,0.04,2.0,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Pune,Chennai,Rail,Cement,Freight Rake,1051.5,50,52576.0,41504.43,29.67,557.31,3978.05,0.0106,1.36,ESTIMATED: Haversine x1.15 circuity (no direct train match found)
Pune,Chennai,Air,Cement,Belly Cargo (Domestic),960.1,50,48004.1,396614.19,6.34,75846.55,541392.68,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Pune,Chennai,Road,Containerized Goods,12-16t,1188.7,5,5943.4,21769.85,28.47,297.17,2121.19,0.05,2.94,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Pune,Chennai,Rail,Containerized Goods,Freight Rake,1051.5,5,5257.6,9724.6,28.93,55.73,397.8,0.0106,1.36,ESTIMATED: Haversine x1.15 circuity (no direct train match found)
Pune,Chennai,Air,Containerized Goods,Belly Cargo (Domestic),960.1,5,4800.4,94889.56,6.03,7584.66,54139.27,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
Pune,Chennai,Road,Containerized Goods,12-16t,1188.7,10,11886.7,49179.93,32.92,594.34,4242.38,0.05,2.94,Haversine x1.30 circuity factor (Ballou et al. 2002 / Wang & Wu 2018)
Pune,Chennai,Rail,Containerized Goods,Freight Rake,1051.5,10,10515.2,17113.55,29.77,111.46,795.61,0.0106,1.36,ESTIMATED: Haversine x1.15 circuity (no direct train match found)
Pune,Chennai,Air,Containerized Goods,Belly Cargo (Domestic),960.1,10,9600.8,167866.43,6.42,15169.31,108278.54,1.58,14.0,Haversine x1.05 (ICAO GCD-consistent methodology)
